dialog,emotion
"['Are you ready to leave', 'Give me a sec']","[0, 0]"
"['Are you doing the job the way I suggested', ""No , I think I didn't like your method"", 'Well , have it your way']","[0, 0, 0]"
"['Are you married', ""Yes , I've just married"", 'How long have you been married', 'I have been married for three years', 'How many people are there in your family', 'There are four people in my family', 'Who are the members of your family', 'My husband , my mother-in-law , my daughter and I']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Would you like to rent the house', 'You bet , as long as I can collect enough money', 'I can lend some to you', ""Aren't you crazy""]","[0, 0, 0, 6]"
"['Miss , where do you want to go', 'Could you drop me off at the airport', 'No problem', 'Do I need to pay any extra change for my suitcases', 'Yes , you are changed 50 cents a piece', 'All right']","[0, 0, 0, 0, 0, 0]"
"['We need to know whether you have the special training', 'Actually , I received that kind of training when I was in college', 'How about your experience', 'I worked as a PR clerk for one year']","[0, 0, 0, 0]"
"['Beauties Picture , how may I help you', 'I need to speak with David Lin', ""He's out of his office"", ""Thank you , I'll try again later""]","[0, 0, 0, 0]"
"['Do you play mahjong', 'Once in a while']","[0, 0]"
"['Are you a social person', 'Yes , I am an outgoing person who likes to be with a lot of friends', 'What is your strategy in communicating with colleagues', 'Well , the most important thing in communication is your sincerity']","[0, 0, 0, 0]"
"['Which route are you interested in', ""I think the four days ' tour from New York to Atlantic City will be fine"", ""That's a good choice"", 'What is the departure date', 'We have parties every Saturday from June to October']","[0, 0, 0, 0, 0]"
"['May I speak to Marry', ""She's in a meeting until noon"", ""Ok , I'll try her back then"", 'Ok , thank you']","[0, 0, 0, 0]"
"['What kind of insurance could the company provide for its employees', 'All staff can enjoy the health insurance program', 'What if an employee was injured due to work-related job', ""Employees are covered by worker's compensation insurance""]","[0, 0, 0, 0]"
"['Shall we start decorating the bedroom', ""I've already started"", 'When', 'This afternoon']","[0, 0, 0, 0]"
"['Where did you study accounting', 'I studied at Anshan University', 'Did you intern anywhere', 'Yes , I interned with an accounting firm during tax season', 'That must have been stressful', 'Yes , but I learned a lot', ""I'll bet"", 'I learned about different tax laws and how they work']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['George , did you remember to buy the book', 'Sorry , darling , I forgot', 'When will you buy it then', ""I promise you'll have it tomorrow""]","[0, 5, 0, 0]"
"['Which department do you want to register with', 'I want to see a dentist', 'Please pay the registration fee , 10 Yuan', 'OK , thank you']","[0, 0, 0, 0]"
"['This is the rush hour', 'I noticed there ’ s a jam a few blocks away', 'Let ’ s drive off this road', 'I ’ m afraid I ’ ll be late']","[0, 0, 0, 0]"
"['We are sorry for our fault', 'I do hope this undesirable incident will not stand in the way of our future business', 'Thank you for your understanding']","[0, 0, 0]"
"['I really feel like eating a salad', 'What kind are you going to make', ""I'm really not sure"", 'I really like Caesar salads', 'Caesar salads are pretty good', 'What kind of salad do you want to make', 'I want a salad with some chicken', 'I love chicken salads', 'I like my salads to have croutons , almonds , and shredded cheese', 'That sounds really tasty', 'You should make a salad like that', 'I think that I will']","[0, 0, 0, 4, 4, 0, 0, 0, 0, 4, 0, 0]"
"['Where did this come from', 'I have no idea']","[0, 0]"
"['Excuse me , please show me that business suit , the dark one', 'OK', 'May I try it on', 'Go ahead']","[0, 0, 0, 0]"
"['How do you like the apartment', 'I like the apartment , but I see something wrong with it', 'What ’ s wrong', 'There ’ s a leaking faucet in the sink', 'That isn ’ t a problem', 'That leak is going to raise my water bill', 'What can I do', 'You need to fix it', 'I can ’ t right now', 'I won ’ t rent it if the faucet isn ’ t fixed', 'I will fix it for you', 'I ’ m glad you finally agree']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
"[""That's two for me and one for you"", ""That's not fair""]","[0, 1]"
"[""I need to get to PCC , but I don't know which bus to catch"", 'Where exactly are you coming from', ""I'm coming from Fair Oaks and Las Flores Drive in Altadena"", 'Do you have a problem walking a little bit', ""I don't mind walking"", 'If you walk down Fair Oaks to Altadena Drive , you can catch the 267', 'Tell me which direction it should be going', 'Make sure to catch it going west', 'Where do I get off', 'You get off on Del Mar and Hill', 'Thanks for your help', ""Don't mention it""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]"
"['Oh , the bus is gone', ""Pity we didn't catch it"", ""I'm afraid we have to wait for the next bus"", 'We have to wait six more minutes']","[0, 0, 5, 1]"
"[""I'm so thirsty"", ""Let's go get something to drink"", ""That's a good idea"", 'Do you know what you want to drink', 'I kind of want a soda', ""You shouldn't drink soda when you're really thirsty"", 'What do you mean', ""When you're thirsty , you're not supposed to drink soda"", 'What are you supposed to drink', ""Water is what's best for you"", 'I guess I will get water', ""It's better for you""]","[0, 0, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0]"
"['Toronto is really a lovely place to visit', 'What attracts you most', 'The Old Town , the Distillery Historic District , the Financial District and Underground City , everything is so attractive']","[0, 0, 0]"
"['Can I have this shoe in the black please', ""Of course , sir , I'll have a look in the back"", 'Okay', ""I'm afraid I haven't got one in your size""]","[0, 0, 0, 0]"
"['What is your greatest strength', 'I feel my greatest asset is perseverance , that is , the ability to stick to things to get them done', 'Why do you say that', ""I feel a sense of accomplishment when I finish a job and it turned out just as I'd planned""]","[0, 0, 0, 0]"
"[""I'll cook dinner for you"", ""Don't go to too much trouble""]","[0, 0]"
"['Would you mind telling me if this is the right way to the police station', 'I ’ m afraid you ’ re going in the opposite direction', 'Should I take a bus', 'I think a cab is better']","[0, 5, 0, 0]"
"['Hi , do you know a place that sells cheap cashmere sweaters', 'An outlet carries cheap cashmere sweaters', ""That's a good idea"", ""I've always had good luck at outlets"", 'Thank you for the suggestion', 'I hope you find a nice sweater']","[0, 0, 4, 0, 4, 4]"
"[""What're you going to wear today"", 'I like the new shirt', ""You'd better tuck in your shirt"", 'Oh , I prefer it loose']","[0, 0, 0, 0]"
"['Are you a good driver', ""Yes , I'm rather good at driving"", 'I need you to teach me how to drive', ""Yes , but do you have your learner's permit"", 'Yes , I have it', 'Have you ever driven a car before', 'I drove a car before , but only once', 'Are you aware of all the controls in the car', 'I already know all of them', 'When would you like me to start teaching you', 'When do you have time', ""Call me tomorrow , and we'll get started""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I need some flowers for my wife because it is her birthday', 'We have some fresh red roses', 'How much are the roses', 'Twenty dollars per dozen', 'That sounds like a good deal', ""Yes , that is today's sale price"", ""I'll take a dozen"", ""Is there anything else you'd like to get"", 'No , the roses will be fine', ""I'm sure your wife will love them""]","[0, 0, 0, 0, 4, 0, 0, 0, 0, 4]"
"['What are your strengths and weaknesses', 'I have just left school , but I am well acquainted with office work', 'Why are you qualified for this position', 'Since leaving school , I have attended typewriting and shorthand classes , and have now attained a speed of fifty and ninety works respectively', 'What can you contribute to the position of a market analyst', 'I know how to gather and summarize information from the Intent , which is an essential skill for market analysis', 'What job-related skills do you have', 'I am a good accountant and have a thorough knowledge of the English language']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Have you had any medical experience in any hospital before coming here', ""Yes , I worked as a doctor at Beijing People's Hospital"", 'How long have you been there', 'A little over 3 years', 'In what section did you work in the hospital', 'I worked in the Infection Medicine Division']","[0, 0, 0, 0, 0, 0]"
"[""Doctor Lin's Office"", 'I need to make an appointment to see the doctor', ""How about 2 o'clock this afternoon"", 'Good , but can you tell me how to get to your office']","[0, 0, 0, 0]"
"['How long are you staying', 'Four weeks', 'May I ask what brought you here', ""I'm here on business"", 'What line of business are you in', 'I import canned food']","[0, 0, 0, 0, 0, 0]"
"['You ’ re all set to leave', 'I can ’ t believe it', 'What are your plans', 'I plan on going back to school', 'What will your major be', 'I ’ m not sure yet , but I plan to do good things', 'You don ’ t have plans to end up back here , do you', 'I have no plans on being back', 'You don ’ t belong here', 'That ’ s true', 'Good luck with your life', 'I ’ m going to be fine']","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
"['How do you feel', 'I like the style but it is a little tight in the waist', 'Here is the bigger size', 'This one fits me well but it is too expensive , can you make it a little cheaper']","[0, 0, 0, 0]"
"['This is the rush hour', 'I noticed there ’ s a jam a few blocks away', 'Let ’ s drive off this road', 'I ’ m afraid I ’ ll be late']","[0, 0, 0, 0]"
"['Good morning , miss', ""Good morning , I'd like a haircut"", 'How would you like it', 'Just a trim will do']","[0, 0, 0, 0]"
"['Nice to meet you', 'It ’ s very nice meeting you , too', 'I ’ m excited to speak to a candidate', 'What would you like to ask me', 'What is your stand on gay marriage', 'I feel that people can love who they want', 'So , would you make gay marriage legal', 'Of course', 'I ’ m sure plenty of people won ’ t like that', 'I can ’ t help that', 'I like that', 'I hope so']","[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 4]"
"['How are you making out these days', 'He is a dishonest man and always tells a cock and bull story']","[0, 2]"
"['Can you offer the Five Insurances for me', 'Yes , we have insurance against old age , medical problems , unemployment , work injury and childbirth', 'How are they get paid', 'Insurance against old age , medical problems , unemployment will be paid by both the company and you , and the others by the company']","[0, 0, 0, 0]"
"['Do you know which bus I can take to PCC', 'Tell me where you need to get on at', 'I live on Las Flores and Fair Oaks', ""If you don't mind walking , I know a bus you can take"", ""I'm okay with walking"", 'Walk all the way down Fair Oaks , and catch the 267 on Altadena Drive', 'Do you know which direction it should be heading', 'You have to catch it going west', 'Which stop do I get off on', 'You need to get off on the corner of Del Mar and Hill', 'Thank you for telling me', 'It was my pleasure']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4]"
"[""I think I'm going to go get some food"", 'What do you want', ""I can't decide what to get"", 'What kind of food do you want to get', 'I think I might like some Chinese food', ""Do you know where you're going to get it"", ""I honestly don't know"", 'I go to Panda Express for my Chinese food', 'You like the food there', 'I really like the food', ""I think I'll go and get my food there"", ""I think you'll enjoy the food""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4]"
"['What should you do if you find out a man may has an illegal departure in exit control point', 'We can inform the department in charge and ask for revocation of passport', 'What else do you need to keep him in temporary custody', 'We need a detention warrant']","[0, 0, 0, 0]"
"['Good morning , Mary', 'How do you want your egg cooked', 'Sunny side up , please', ""Okay , it'll be ready in two minutes""]","[0, 0, 0, 0]"
"['It ’ s very nice to meet you', 'Nice meeting you , too', 'I can ’ t believe I ’ m actually speaking to a candidate', 'You can ask me questions , if you ’ d like', 'I want to ask you what your policy is on gay marriage', 'Everyone should be able to love who they want', 'Would you make gay marriage legal', 'I sure would', 'I know a lot of people wouldn ’ t agree with that', 'That ’ s not my problem', 'I think that is really cool of you', 'I ’ m glad to hear that']","[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4, 4]"
"['Do I often have to work overtime', 'Yes , you have to work overtime a lot due to the editing job', 'Is there any extra pay for that', 'No , but we ’ ll provide you with good businesses at the end of the year']","[0, 0, 0, 0]"
"['I finally found an apartment that I want to rent', 'Where did you see it', 'I saw it in this ad for apartments in today ’ s newspaper', 'You found an apartment in the ads', 'I really did , but what ’ s so great about it is that it ’ s really affordable', 'Tell me about the apartment', 'Well , most importantly the apartment is beautiful', 'How much is the rent for the apartment', 'The rent is $ 725 each month', 'That ’ s pretty cheap for out here', 'That ’ s what I said when I found out how much the rent was', 'Congratulations on the new apartment']","[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4]"
"['What can I do for you today', 'I need to buy a new refrigerator today', 'Were you looking at a particular refrigerator', 'I like that Kenmore refrigerator', 'This particular refrigerator is a very good choice', 'Tell me about it', 'Not only is it affordable , but it comes with all the appliances', 'What are the appliances', 'It has an ice maker , water dispenser , and plenty of room on the inside', ""I'd like to see it for myself"", 'Go right ahead', 'I like what I see']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['How do I take the tablets', 'Please take 2 tablets each time , 4 times a day', 'How do I take the sucking lozenges', 'Please put one under your tongue , do not swallow it', 'How do I take the pills', 'Please dissolve one pill in water before taking it', 'Well , thanks very much', ""You're welcome""]","[0, 0, 0, 0, 0, 0, 0, 0]"
"['I have to move', 'You have not fulfilled your lease agreement yet', 'I can ’ t stay here anymore', 'There ’ s a problem with that', 'What is the problem', 'I won ’ t be able to give you back your deposit', 'Why not', 'This was stated in our agreement', 'But I need it back', 'I can ’ t do that', 'It will be impossible for me to stay here', 'That ’ s not my fault']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['What can I do for you', 'I would like to cancel one of my accounts', 'Is there a problem with your account', 'I only need one', 'What about all your money in that account', 'Could you please transfer that money to my remaining account', 'That ’ s fine', 'I appreciate it', 'Would you like to make a withdrawal', 'That ’ s all for today', 'I ’ ll just cancel your account right now', 'I greatly appreciate your help']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Do you know the circulation of this magazine', 'You mean this month', ""Oh , yes , how's it"", 'Over 2 million']","[0, 0, 0, 0]"
"['Could you show me the way to the railway station', 'Yes , of course', 'Would you like to be my guide', ""I'd be very pleased""]","[0, 0, 0, 4]"
"['Is it true that rice is the staple food in most of Southeast Asia', ""I'm not an expert , but that's the impression I have"", 'Is rice your staple food , too', ""Needless to say , as a Westerner , it's bread""]","[0, 0, 0, 0]"
"['Can I ask you what the office rules are', 'Yes , do you know the nine to five timetable', 'Is it from 9:00 to 12:00 in the morning and 1:00 to 5:00 in the afternoon', 'Yes , you are right']","[0, 0, 0, 0]"
"['Have you got anything to declare , madam', ""No , I haven't"", 'Have you got any wine or spirits', ""No , I don't drink"", 'What about cigarettes or cigars', ""I've got some cigars"", 'How many , madam', 'Two small boxes']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['How do you understand the organizational structure of a company', ""The organizational structure is the company's framework of communication and authority"", 'Is it true that just like a human skeleton that defines their shapes , companies have structures that define theirs', 'Yes , you are right']","[0, 0, 0, 0]"
"['Excuse me , can you tell me how I can get to the snowboarding area', 'Take bus 12 and get off at the terminal station', 'Thanks a lot', 'You are welcome']","[0, 0, 4, 4]"
"['What is included in a job advertisement', 'Generally speaking , there are the company , the job title , job description , requirement , and so on', 'What are the accesses of the job ads', 'There are many sources , such as newspaper , Internet and direct visit']","[0, 0, 0, 0]"
"[""It's getting late , Mary"", 'Maybe I should go home', ""Why don't you sleep over"", 'Are you sure', 'We can sleep together', 'Sounds like a good idea', ""Don't forget to call your host mother to tell her"", 'Thanks for reminding me']","[0, 0, 0, 0, 0, 4, 0, 4]"
"['Hello , is there anything I can do for you', 'Yes , I want to a room for tomorrow', 'Single or double', 'A single one with a private bath', 'Would you like to have your room on the top floor', ""It doesn't matter""]","[0, 0, 0, 0, 0, 0]"
"['Do you know who that tall man is', ""He's a member of the National Basketball Association"", 'Do you know where he comes from', ""Some people say he's from New York""]","[0, 0, 0, 0]"
"['Look , there is traffic accident over there', 'What happened', 'The old man is knocked down by the bicycle']","[0, 0, 0]"
"['Get up , you lazybones', 'Just a minute']","[0, 0]"
"['What is your favorite kind of music', 'I listen to various types of music', 'What genres', 'I enjoy listening to both Rock and R & B', 'What interests you in that type of music', 'I enjoy the different types of instruments that they use', 'That is a perfect reason to like a certain kind of music', ""That's exactly what I think too""]","[0, 0, 0, 0, 0, 0, 0, 0]"
"['What salary are you expecting', 'What range of salary do you have for this position', 'It can be anywhere between 100,000 to 200,000 a year depending on experience and qualifications', 'It sounds amazing to me']","[0, 0, 0, 6]"
"['May I please speak to Tom', ""He's with someone right now , would you hold""]","[0, 0]"
"['Can we talk', 'What about', 'I ’ m not too clear on some things about my lease', 'Is there a problem', 'How many years is my lease for', 'In three years your lease will be up', 'Can I move out before those three years', 'If you do , I will keep your deductible', 'Why would you keep it', 'I would keep it because you would be breaking our contract', 'I get it now', 'I hope that I cleared things up for you']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
"[""What's the admission charge"", 'An all-day pass is 30 dollars for adults and 20 for children', 'Two adult passes , please', ""That'll be 60 dollars""]","[0, 0, 0, 0]"
"['This bus goes all the way to Santa Anita mall , right', ""Yeah , it'll take us there"", 'Are you positive', 'I always catch this bus', 'How long is this bus ride', 'It only takes about half an hour', 'Where do we get off at', ""We can get off the bus right behind Macy's"", ""There's a stop right next to the mall"", ""Yeah , it's right in the parking lot"", ""That's cool"", 'Yeah , I know']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]"
"['Have the owners answered back with a counter-offer for my offer to purchase the house', 'In response to your offer , the sellers have decided to counter-offer three hundred and thirty-five thousand dollars', 'That sounds pretty good to me , but I am not sure what to do', 'You can accept this offer or decline it and come up with another offer', 'If I make another offer and they refuse , then what', 'Personally , I would consider making one more offer , but it is up to you to decide what to do', 'Let ’ s try going with three hundred and thirty thousand dollars for a counter-offer', 'I will contact the sellers with your current offer', 'Do you think that this will move along fairly quickly', 'Usually the response to the second offer moves along a bit more quickly than the first one']","[0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
"['Any phone calls for me while I was out', 'Yes , your wife and your dentist called', 'Thank you', ""You're welcome""]","[0, 0, 4, 4]"
"['I hear Fred is a very good student in your class', ""Though he's not the one who can get the highest score , yet , on the whole , he is comparable to the best"", 'What do you mean by on the whole', ""I mean he's a student developing all round""]","[0, 0, 0, 0]"
"['Professor Wang , what is non-tariff barrier', 'Non-tariff barrier is another mean to restrict imports', 'Can you give an example', 'For example , some countries restrict imports by quantitative restriction', 'Why', 'This is used to protect local industries or to achieve certain political objectives', 'Oh , Are there other means', 'Technical barriers are set for imported goods', ""This is designed to exclude them from domestic market , isn't it"", 'Yes , some countries may use some of the unnecessary health rules to exclude foreign food']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[""Do you think we can get to the airport by 8  We should make it , if there isn't too much traffic"", 'Is it the rush hour now', ""Yes , but don't worry"", ""We'll make it""]","[0, 0, 0, 0]"
"['Would you like to have this kind of suitcase', ""Yes , I would , as long as it's good quality"", 'You can check it , sir', 'OK']","[0, 0, 0, 0]"
"['Are you going to vote', 'Yes , are you', 'Yeah , but what day are the elections', 'You don ’ t know what day the elections are', 'That ’ s why I ’ m asking you', 'They ’ re this coming Tuesday', 'Really', 'Yes , I ’ m serious', 'Good thing you told me', 'I can ’ t believe you didn ’ t know when the elections were', 'It slipped my mind', 'You should watch the news more often']","[0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 0]"
"['I want to get a snack at the cafeteria', 'What are you going to buy', 'I may just get some chips', ""I'm probably going to buy something too"", 'What do you want to get', 'I want some sort of candy', 'What kind do you want', 'I want some chocolate', 'What kind of chocolate', ""I'm going to get a Snickers or a Kit Kat"", ""I don't think they sell Kit Kats"", ""I'll just get a Snickers then""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I have had some really horrible headaches lately', 'How long have your headaches been going on', 'I get headaches occasionally , but they have been really bad lately', 'Any unusual amounts of stress in your life going on right now', 'I am getting ready to take my GRE', 'Have you been able to sleep regular hours', 'It has been hard for me to sleep with a bad headache', 'Has anything hit you in the head lately', 'I hit my head on a cupboard door a week ago', 'Let ’ s have you come back in a few days and see how you feel']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['What can I do for you', 'Yes , I made a reservation for 3 days for April 3rd to 6th , and my name is Sara', ""Yes , what's the problem"", 'Well , I want to extend it for 2 more nights', 'So you will stay until 9th', 'Yes', ""OK , we'll make the correction for you"", 'Thank you']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Well , it was nice talking to you', 'It was nice talking to you too', 'We should really hang out again', 'That would be fun', 'Where do you want to go', 'I think we should go out to eat', 'That sounds good', ""All right , so I'll see you then"", ""I'll call you later"", ""Okay , I'll talk to you later then"", 'See you later', 'Bye']","[4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Hello , can I start you off with anything to drink', 'Yes , may I have some water , please', 'Sure , would you like any appetizers today', 'May I get an order of barbeque wings', 'No problem , can I get you anything else', ""No , thank you , that'll be all for now"", ""Okay , let me know when you're ready to order your food"", ""I'm ready"", 'Okay , what can I get you', 'May I have the fettuccini Alfredo', 'Will that be all', ""Yes , that's it""]","[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
"['There are so many Chinese people in Vancouver', 'The Chinatown in Vancouver is the second largest Chinatown in the North America']","[0, 0]"
"[""What's your weight"", '150 pounds', ""Do put yourself on a diet , otherwise you'll be too fat"", ""I can't bear eating less""]","[0, 0, 0, 0]"
"['Have you got anything to declare , madam', ""No , I haven't"", 'Have you got any wine or spirits', ""No , I don't drink"", 'What about cigarettes or cigars', ""I've got some cigars"", 'How many , madam', 'Two small boxes']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Dick , I ’ Ve decided not to rent that house', 'But yesterday you said you would rent it', 'I ’ Ve changed my mind', 'Why is that', 'Well , I think maybe I should find a house that is closer to where I work', 'Maybe you ’ re right']","[0, 0, 0, 0, 0, 0]"
"['May I see your passport', 'Here it is', 'How long are you going to stay', 'For one week', 'What is the purpose for your visit', 'For sightseeing', 'Where are you going to stay', 'At the Hilton hotel', 'Do you have anything to declare', 'No , nothing']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Can I help you , madam', 'Yes , would you keep our bags until 6pm', 'Are you all our guests', 'Yes we checked on just now', 'Please fill in this form', 'Is this all right', ""So you're leaving this evening , we ’ ll keep your bags until 6pm , here is you tag"", 'Thanks a lot']","[0, 0, 0, 0, 0, 0, 0, 4]"
"['Are you going to eat anything with your sandwich', 'I may get some fruit', 'Oh really , what kind of fruit do you like', 'I tend to only eat grapes and apples', 'What kind of apples do you prefer', ""I've always liked green apples"", ""I don't really like green apples that much"", 'Why do you say that', 'I think they are too sour', ""You'd rather eat a red apple"", ""Don't you like red apples"", ""They're okay , I guess""]","[0, 0, 0, 0, 0, 4, 0, 6, 0, 0, 0, 0]"
"['I need to talk to you about something', 'What did you need to talk about', 'I have some questions about my lease', 'Like what', 'Exactly how long is my lease for', 'Your lease will be up in three years', 'What will happen if I move out before then', 'If you move out before then , you will not get your deductible', 'I don ’ t understand', 'Because our contract says that you will live here for three years', 'Okay , I think that I understand', 'I ’ m glad you understand']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
"['I wonder who that man is', 'Which man', 'The one smoking a cigar', ""Oh , he's the coach of the football team""]","[0, 0, 0, 0]"
"['May I speak to Peter', ""Who's calling""]","[0, 0]"
"['Here comes the bus', ""It's about time""]","[0, 0]"
"[""What's for dinner tonight"", 'What are you planning on cooking', ""I'm not making anything"", 'If you plan on eating , you are', 'What am I supposed to cook', 'What do you feel like having', 'I want some chicken and potatoes', 'That sounds really good', 'When are you going to make it', 'I have no plans on cooking tonight', ""Fine , I'll make it"", 'I knew that already']","[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
"['This is how you turn on the computer', 'I see']","[0, 0]"
"['Should I tell EDD that I have found a job', 'Is this a temporary job or something more permanent', 'What difference does it make', 'When you get your next Continued Claim Form , you should just write down where you worked and note that you no longer need unemployment', 'If I take a short job and then get laid off , will I be starting over trying to get unemployment', 'Just because you work for a week doesn ’ t mean that you will be losing your benefits']","[0, 0, 0, 0, 0, 0]"
"['What can I help you with today', ""My washing machine isn't working"", ""What's the problem"", 'The water will not drain', 'Is there anything else wrong with it', ""No , that's it"", ""I can come down and fix that for you if you'd like"", 'When will you be able to fix it', 'How does this afternoon at 2 thirty sound to you', 'That would be perfect', ""Alright , so I'll see you then"", 'See you then']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The kitchen stinks', ""I'll throw out the garbage""]","[2, 0]"
"['Have you been coming to this Laundromat long', 'I have been washing clothes here since a few years ago', 'Why is that', ""It doesn't cost me as much to wash here"", ""I've just started doing my clothes here"", 'Why are you washing your clothes here now', 'My washing machine broke down', 'You should just pay someone to fix it', ""It's too expensive to get it fixed"", ""So you're just going to wash here"", ""Yeah , I think that's what I'm going to have to do"", 'It costs less to wash here']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Have you heard about John ’ s obscene words towards the manager', 'Yes , but he should bush it off as if it were not a big deal to him']","[0, 0]"
"['Hi , is this Sue', 'Yes', ""Sue , this is Tom Lin from Allied Trust and I'm calling to offer you a position with our firm"", 'What position', 'Senior account rep', 'How much does it pay', 'It starts at $ 30,000', ""S  I'm sorry but my bottom figure is $ 36,000""]","[0, 0, 0, 0, 0, 0, 0, 0]"
"[""We're having trouble with Bob"", ""What's the problem"", ""He's been late for work twice"", ""Okay , I'll speak to him""]","[0, 0, 0, 0]"
"['I would love to rent this apartment', 'I ’ m happy to hear you say that', 'How much are you asking for every month', 'I ’ m renting this apartment out for $ 1050 a month', 'That is quite a lot of money for just one month', 'That is a fair price', 'What do you say to $ 850 a month', 'That ’ s no good', 'It ’ s either $ 850 or nothing at all', 'I won ’ t go any lower than $ 1050', 'Could you please go lower', 'That ’ s the best I can do']","[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Could you help me figure out why I am missing my unemployment check for this week', 'I hope that you remembered to send in your last Continued Claim Form', 'I am pretty sure that I didn ’ t send that claim form in', 'You have to send that form in every two weeks so we that we will know what to pay you', 'Can I mail it in late', 'If it is not more than fourteen days past its due date , then you may still mail it in', 'I think that I will mail it in right away when I get it next time , so I won ’ t be late', 'You can ’ t mail it in early because you don ’ t know , in advance , how much you will be working', 'Even though I was late turning in my form , will my paycheck be late', 'Yes , your check will be a little late in getting to you']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['That restaurant has six parking spaces', 'What are the odds of finding a parking space there', 'Almost zero']","[0, 0, 0]"
"[""It's time for your bath , young lady"", ""But , Mom , I'm not dirty"", 'You need a bath every day', 'Why', ""Because you don't want to smell bad"", ""I don't smell bad"", ""That's what you think"", 'If I smelled bad , I could smell me', 'I can smell you', 'I can smell you , too', ""That's my perfume"", 'When can I wear perfume']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Usually cities have greater traffic problems', ""Of course , there're too many people"", 'I hate the car columns on the road', ""But we couldn't help it""]","[0, 0, 0, 0]"
"[""I feel like I'm craving a salad"", 'What kind do you want', 'I have no idea', 'Caesar salads are good', 'I like those too', 'What kind do you plan on making', ""I'd really like a salad with chicken"", 'Chicken salads are really good', 'I always make my salads with shredded cheese , croutons , and almonds', 'That sounds like a great salad', ""Why don't you put it in your salad"", 'That sounds like a plan to me']","[0, 0, 0, 4, 4, 0, 0, 4, 0, 4, 0, 4]"
"['Did you ever get a parking ticket', 'No , have you', 'Yeah , I just got one the other day', ""How'd you get a ticket"", 'The ticket was for parking in the red zone', ""I don't understand why you would do that"", 'There was nowhere to park , and I needed to run in and get something', ""Where'd you get the ticket at"", 'I parked in front of my apartment building', 'What about your parking spot', 'But I really needed to be quick', ""I bet that you wish you hadn't done that""]","[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0]"
"['Is Tom in', 'Wrong number', ""Isn't this Li's residence"", 'No , it is not', ""Oh , I'm sorry""]","[0, 0, 0, 0, 5]"
"['What can I do for you', 'I would like to file a complaint', 'What happened', 'I was robbed', 'When did this happen', 'It happened this morning', 'What was taken from you', 'My wallet and my cell phone', ""Were you able to get a look at this person's face"", 'Yes , I was', 'Would you be able to pick him out of a line-up', 'That would be easy']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I still have a question to ask you', ""It's my pleasure"", 'How much luggage can I take for my flight', 'It is allowed to carry 55 pounds for each passenger', 'But if I have more than 55 pounds , what can I do', 'You will have to pay some for every extra pound', 'How about my hand carry luggage', 'You can bring one , if you want to']","[0, 0, 0, 0, 0, 0, 0, 0]"
